Soil_Type,Soil_pH,Soil_Moisture,Temperature,Humidity,Rainfall,Crop_Yield
Sandy,5.58,18.9,34.6,58.9,165.4,3.94
Clay,6.46,12.8,35.3,57.4,121.8,2.93
Clay,6.7,13.4,29.9,63.2,116.9,4.22
Sandy,5.66,14.1,30.9,64.0,127.1,3.51
Loamy,6.07,10.6,31.9,71.6,123.7,4.69
Loamy,6.14,12.7,32.3,69.5,90.9,4.49
Loamy,6.63,19.8,25.7,57.6,192.3,3.95
Loamy,6.06,17.5,25.6,73.3,131.7,4.14
Sandy,5.69,22.0,34.5,71.7,178.9,3.22
Sandy,5.83,10.9,27.4,65.6,119.2,3.74
Sandy,5.85,23.3,31.4,50.5,164.3,2.54
Clay,7.19,24.9,31.9,55.2,84.9,3.95
Sandy,6.07,10.2,26.8,69.7,94.8,2.75
Loamy,6.93,24.5,33.4,61.3,131.0,4.11
Clay,6.64,13.5,34.5,53.1,117.6,2.83
Loamy,7.45,20.4,28.1,60.2,129.5,3.62
Loamy,6.05,14.4,34.7,55.3,210.3,3.87
Sandy,5.82,17.8,25.9,72.3,90.3,3.58
Sandy,5.6,17.7,33.8,72.2,144.8,3.19
Loamy,5.98,15.4,32.0,59.7,107.8,4.68
Loamy,6.87,20.8,31.4,53.4,129.8,2.17
Clay,5.67,19.0,27.5,59.0,174.8,4.45
Sandy,5.99,17.6,29.0,53.2,216.2,4.61
Clay,7.21,24.7,35.0,57.6,177.3,3.02
Clay,6.67,24.1,30.1,69.3,203.9,3.67
Clay,5.64,24.3,31.5,57.3,100.6,4.06
Loamy,5.6,23.2,35.3,63.6,105.4,3.09
Clay,5.62,13.8,30.1,53.0,202.7,3.75
Clay,7.38,15.2,29.3,58.7,165.1,3.05
Loamy,7.2,13.5,34.8,51.0,190.9,3.27
Sandy,7.19,24.8,35.0,63.7,111.2,4.83
Sandy,7.35,12.3,28.9,58.7,128.8,2.41
Clay,6.51,15.5,31.5,71.8,91.3,2.88
Loamy,5.99,13.0,35.6,59.8,205.4,3.16
Sandy,6.3,13.4,25.6,63.9,213.9,3.1
Clay,6.94,13.7,25.4,74.4,200.0,2.47
Clay,7.25,19.6,30.7,66.1,141.2,3.31
Loamy,6.37,11.1,28.2,62.5,127.8,3.49
Clay,6.57,18.6,31.4,52.5,144.8,2.6
Sandy,7.36,22.3,33.0,70.5,169.3,3.73
Loamy,5.71,21.5,25.8,66.1,140.4,2.38
Sandy,7.22,12.3,34.7,52.7,139.0,2.55
Sandy,5.82,23.7,28.0,56.1,140.3,3.09
Sandy,6.47,21.6,29.2,63.4,184.2,3.51
Clay,5.94,10.1,28.7,51.1,190.2,3.73
Clay,6.71,21.1,34.2,68.0,201.9,2.5
Sandy,6.62,21.1,26.9,55.7,114.0,3.19
Sandy,6.26,17.5,25.3,62.2,102.1,2.97
Loamy,7.23,10.7,35.7,56.0,128.3,3.32
Loamy,6.82,18.7,35.8,62.2,138.9,3.92
Clay,6.94,21.5,27.8,54.7,178.3,3.85
Clay,5.8,14.1,25.1,64.8,186.1,3.28
Loamy,7.27,20.0,32.1,72.8,217.8,4.37
Sandy,5.83,15.3,32.1,70.2,133.0,4.03
Clay,5.95,18.6,35.3,56.0,136.4,3.65
Sandy,5.76,15.8,28.3,62.5,155.9,3.98
Loamy,6.38,14.6,27.1,60.6,194.8,4.5
Clay,7.28,22.8,31.8,74.1,172.5,3.33
Clay,6.0,21.3,31.2,70.0,160.2,3.15
Loamy,6.25,15.2,32.9,52.7,170.7,3.13
Clay,7.19,16.5,34.7,54.2,145.0,3.07
Loamy,6.74,20.4,31.2,67.6,186.3,2.61
Clay,7.0,22.2,26.7,54.0,90.5,3.27
Loamy,5.93,20.3,31.6,73.8,151.3,3.65
Clay,6.93,18.1,29.1,74.8,192.9,2.94
Sandy,5.96,24.3,30.0,69.5,122.4,2.54
Sandy,7.47,21.6,35.6,50.7,198.1,3.84
Sandy,6.62,11.7,31.1,62.1,189.6,2.75
Clay,6.89,18.4,26.6,60.2,161.3,3.93
Clay,5.74,16.1,29.9,70.0,115.3,4.36
Sandy,6.0,21.9,27.5,57.2,200.6,3.77
Sandy,5.78,10.7,26.5,59.7,84.2,2.99
Loamy,6.28,16.2,32.8,52.3,163.0,3.98
Loamy,6.07,14.8,31.9,58.6,189.6,3.79
Loamy,6.97,12.1,30.5,74.3,148.0,2.35
Sandy,5.72,15.7,29.7,73.6,94.4,3.37
Sandy,7.0,20.1,28.5,68.8,196.8,2.96
Sandy,5.59,15.4,26.0,72.7,207.3,3.12
Loamy,5.9,18.7,28.3,55.3,158.9,3.99
Clay,7.08,18.9,34.2,65.5,190.2,4.2
Sandy,6.99,18.8,33.6,62.5,165.5,3.22
Clay,6.45,17.9,35.7,60.6,160.3,2.95
Clay,5.6,11.8,32.2,58.1,98.3,2.62
Clay,6.72,13.3,31.1,71.7,141.2,3.91
Loamy,6.31,22.0,28.3,62.1,175.0,3.95
Clay,6.13,17.5,25.8,68.1,143.6,3.48
Sandy,6.78,20.6,31.8,67.6,166.5,4.35
Loamy,6.37,18.5,30.4,53.4,205.3,3.19
Sandy,5.68,10.6,33.3,51.2,131.3,3.26
Sandy,7.33,21.9,29.5,71.0,196.0,2.56
Loamy,7.06,11.0,35.8,62.3,84.1,4.53
Sandy,5.61,24.1,29.4,70.3,199.4,3.75
Sandy,6.55,13.2,28.7,57.4,94.9,3.08
Loamy,5.67,17.7,34.6,71.5,125.0,2.56
Sandy,7.17,11.0,29.4,70.8,151.9,2.39
Clay,6.73,23.4,34.6,59.5,171.0,2.73
Sandy,5.84,24.7,25.3,60.3,213.4,4.13
Clay,5.54,12.2,32.6,58.8,123.0,3.98
Sandy,5.56,14.4,25.8,50.9,91.9,4.29
Loamy,6.51,10.2,26.6,67.2,144.2,2.19
Loamy,6.97,21.8,32.7,56.8,128.3,3.84
Sandy,5.74,14.7,28.2,72.1,164.0,2.94
Loamy,5.94,18.8,27.3,72.4,209.2,3.15
Sandy,6.15,10.6,33.8,68.1,170.1,4.12
Loamy,5.94,20.7,35.4,54.5,160.9,4.38
Clay,6.28,17.9,27.6,52.2,114.5,2.71
Sandy,6.62,20.9,28.5,70.4,117.1,3.68
Clay,6.87,21.8,32.9,72.3,141.1,3.53
Clay,7.43,11.3,34.0,58.8,204.8,3.49
Sandy,7.36,18.7,36.0,58.8,161.1,2.78
Clay,6.64,19.7,28.0,59.8,149.3,3.79
Sandy,6.97,17.8,31.1,70.7,156.0,3.04
Clay,7.4,12.7,26.5,67.7,196.7,3.79
Sandy,5.67,21.9,28.6,53.0,174.9,4.21
Sandy,5.51,25.0,25.5,65.9,209.8,2.37
Loamy,5.56,24.5,27.3,50.2,161.4,3.57
Sandy,6.63,21.7,30.6,67.8,107.4,3.16
Sandy,7.03,16.3,26.8,69.1,82.6,4.35
Clay,6.23,15.1,34.8,70.4,124.4,3.44
Sandy,6.59,11.0,32.8,65.6,88.8,3.27
Loamy,6.53,16.2,25.3,54.5,137.0,4.74
Clay,5.69,12.3,34.6,69.8,106.3,3.33
Clay,6.14,13.8,35.8,72.5,136.7,4.22
Loamy,5.54,23.4,30.5,65.8,135.9,4.04
Clay,5.72,24.5,28.5,56.9,118.7,3.48
Clay,7.12,24.2,27.9,54.5,171.4,2.85
Clay,7.16,12.9,26.0,55.8,140.7,3.72
Clay,7.1,23.5,30.4,50.4,205.1,3.96
Loamy,6.95,12.1,25.6,50.3,90.7,2.2
Loamy,7.09,17.6,30.5,57.4,137.5,3.28
Clay,6.84,19.7,27.8,73.1,188.6,3.08
Clay,6.84,16.9,30.2,65.5,149.2,4.0
Loamy,6.83,24.3,29.6,59.7,215.3,4.49
Loamy,6.53,15.0,28.4,50.3,104.5,3.7
Loamy,6.23,17.9,29.9,74.7,124.2,3.33
Clay,6.96,11.1,30.2,61.4,96.3,3.94
Clay,6.1,22.8,34.2,74.8,114.5,3.89
Sandy,6.59,16.2,32.3,68.0,174.2,2.71
Loamy,6.37,20.5,29.8,51.3,148.2,3.72
Clay,6.05,20.2,35.0,71.5,102.7,2.96
Loamy,7.45,20.1,33.3,63.3,146.5,2.73
Clay,6.02,17.6,25.8,61.3,198.6,4.27
Loamy,6.12,14.2,26.7,68.9,141.6,3.8
Clay,5.82,19.4,25.9,69.4,81.9,3.47
Sandy,7.15,24.4,28.5,69.9,87.7,4.2
Sandy,6.67,22.5,29.8,69.0,141.3,3.69
Loamy,6.73,11.6,30.5,66.0,163.1,3.83
Clay,7.14,10.3,34.4,66.9,204.1,2.39
Clay,6.19,17.5,25.2,71.5,217.5,3.67
Loamy,5.89,21.6,29.7,67.3,217.3,4.12
Clay,5.9,14.7,29.5,52.5,158.1,3.38
Loamy,6.97,20.5,35.4,66.1,85.0,2.72
Clay,6.73,24.0,27.7,54.2,109.9,3.6
Loamy,5.91,16.9,26.3,50.4,140.8,4.32
Clay,5.79,13.7,26.6,55.4,203.2,2.87
Loamy,5.74,23.8,30.7,53.9,83.0,4.38
Clay,6.76,17.1,29.3,52.6,151.3,2.28
Sandy,5.5,16.1,33.3,55.4,171.5,2.06
Clay,5.54,15.3,28.6,64.1,120.4,3.07
Loamy,6.28,16.3,26.4,53.8,124.2,3.16
Sandy,6.88,20.1,29.3,57.0,134.4,3.31
Clay,6.89,16.5,34.7,71.2,118.4,3.59
Sandy,6.36,14.9,29.5,72.2,141.2,3.29
Clay,6.88,21.2,34.2,58.3,102.1,3.35
Sandy,6.54,13.0,29.1,72.5,107.9,4.0
Loamy,7.45,13.0,28.1,64.6,85.2,2.69
Clay,5.82,20.4,33.5,55.7,137.6,3.67
Clay,6.7,23.0,27.3,68.9,179.0,3.5
Loamy,6.48,13.6,27.6,73.1,150.9,2.21
Sandy,5.89,12.9,25.5,66.5,154.3,2.53
Loamy,7.0,20.1,27.1,55.0,143.0,2.67
Loamy,6.05,19.3,29.2,52.1,161.9,3.9
Sandy,6.26,16.7,29.4,55.7,112.2,3.0
Loamy,6.25,11.4,29.6,58.5,109.1,3.96
Clay,5.99,11.4,30.3,58.3,211.9,2.93
Clay,6.36,21.7,31.3,62.5,143.1,2.84
Clay,6.45,16.8,27.1,62.6,195.8,3.78
Loamy,6.99,22.9,31.8,61.8,208.4,3.33
Clay,7.03,18.6,28.7,58.6,166.1,2.85
Clay,5.82,19.3,33.1,52.7,121.8,2.58
Clay,6.69,24.0,31.1,60.5,175.2,3.69
Clay,7.29,12.5,31.1,74.6,140.3,2.78
Clay,5.72,18.1,32.5,66.3,216.2,3.79
Clay,6.45,10.9,28.7,61.0,193.6,3.66
Loamy,7.0,15.4,29.7,52.1,194.1,2.76
Clay,6.72,12.2,31.4,55.3,162.4,3.87
Clay,5.7,12.8,29.6,64.4,81.2,3.52
Sandy,6.29,24.0,29.9,62.4,196.5,4.18
Loamy,6.51,19.2,28.0,50.5,83.6,2.35
Loamy,7.49,23.4,28.2,52.2,97.1,3.35
Loamy,5.86,16.7,32.7,58.9,197.4,4.36
Loamy,7.46,19.0,25.0,53.5,110.6,2.65
Clay,6.25,10.5,26.0,73.9,197.8,3.4
Clay,5.9,17.0,35.4,50.9,113.1,3.22
Sandy,6.33,18.5,27.1,74.4,187.9,4.27
Sandy,6.73,10.3,29.6,66.4,155.9,3.25
Loamy,5.93,21.8,34.3,60.2,173.9,3.35
Sandy,6.08,14.4,25.0,63.5,197.3,3.62
Sandy,7.21,16.8,35.2,60.3,217.8,2.51
Loamy,7.5,18.0,25.6,64.3,92.0,3.99
Loamy,6.14,24.9,26.9,53.8,176.0,4.47
Sandy,5.8,11.5,25.3,53.0,214.2,3.67
Clay,7.09,18.3,30.7,63.2,132.3,3.68
Sandy,6.7,18.0,35.4,51.8,126.7,3.79
Sandy,5.7,11.0,34.2,57.3,175.2,2.8
Clay,7.39,19.5,32.0,73.2,136.3,3.94
Clay,5.66,14.3,27.0,71.9,110.0,2.97
Loamy,6.75,11.6,34.6,70.8,102.6,4.94
Loamy,6.35,12.7,33.3,62.7,107.0,3.99
Sandy,6.61,22.4,27.9,50.7,178.6,3.69
Clay,5.93,11.6,33.9,53.0,208.6,4.18
Loamy,6.88,17.0,34.6,73.0,192.8,4.58
Sandy,7.42,12.9,32.7,70.9,142.7,4.04
Clay,6.42,12.4,26.1,59.4,154.0,3.73
Sandy,6.55,13.1,35.8,68.2,166.8,2.11
Loamy,5.98,17.4,25.8,71.4,161.2,3.36
Loamy,7.28,13.6,32.2,65.5,215.6,3.41
Clay,7.44,11.5,26.2,71.3,204.1,4.48
Sandy,7.07,22.0,35.0,56.1,86.1,3.61
Clay,6.59,18.1,28.8,61.6,197.0,3.5
Loamy,7.41,12.4,30.6,64.5,96.0,3.19
Loamy,5.81,17.1,27.0,65.8,176.6,3.08
Sandy,6.46,11.0,31.0,74.7,120.0,3.78
Sandy,6.58,18.7,35.3,71.1,188.3,3.16
Sandy,6.48,15.1,34.9,51.4,81.2,3.21
Clay,7.1,11.6,25.7,54.2,133.5,4.07
Sandy,6.84,12.8,29.2,66.4,83.0,2.97
Sandy,5.75,15.2,27.9,56.0,213.5,2.64
Loamy,6.19,22.1,30.3,54.0,82.2,2.86
Loamy,6.18,12.6,34.2,66.7,101.7,2.89
Sandy,6.63,11.6,33.1,63.4,155.5,3.14
Sandy,6.08,17.7,28.8,70.1,170.5,2.23
Loamy,5.73,18.4,29.2,58.0,182.1,2.86
Sandy,6.81,11.4,32.2,58.2,114.6,3.69
Clay,7.2,14.3,27.1,53.8,122.1,3.23
Clay,7.36,13.9,26.1,66.3,113.6,3.84
Clay,7.45,12.8,27.7,67.7,114.2,3.43
Sandy,7.06,14.7,26.4,53.5,189.5,2.47
Loamy,5.78,10.6,28.9,56.4,212.7,2.56
Sandy,7.21,19.8,35.3,53.9,163.4,2.66
Sandy,6.3,24.8,26.3,68.7,102.0,3.84
Loamy,6.96,19.5,34.0,55.2,89.2,2.68
Loamy,6.56,15.4,30.9,53.8,113.5,2.79
Loamy,7.16,20.0,32.0,51.7,104.9,4.06
Clay,6.35,18.6,26.9,70.8,161.0,3.36
Sandy,5.62,22.7,26.7,53.1,177.7,4.22
Loamy,6.61,19.3,26.8,50.7,80.6,3.75
Sandy,5.84,19.5,32.3,51.6,141.5,3.31
Clay,7.43,13.3,33.2,59.2,167.2,3.0
Clay,6.55,16.2,35.1,64.9,107.0,3.63
Loamy,6.61,15.2,29.4,60.0,206.1,2.84
Loamy,7.31,10.2,30.1,61.4,156.9,3.65
Sandy,6.75,14.7,30.2,73.0,128.4,2.41
Loamy,6.11,17.3,28.0,69.0,82.6,3.84
Sandy,6.09,19.0,28.6,58.5,147.8,4.14
Loamy,6.5,24.0,34.3,53.9,127.0,4.19
Sandy,7.23,13.6,28.8,68.7,215.7,3.27
Sandy,7.09,12.3,34.6,64.3,133.0,3.18
Sandy,7.43,23.0,28.4,74.1,208.9,4.52
Sandy,5.64,24.1,28.7,72.7,176.0,3.5
Clay,6.04,17.3,31.2,64.1,90.4,3.39
Sandy,5.66,11.7,26.1,51.7,210.6,2.69
Loamy,7.0,17.3,35.1,50.8,103.6,3.74
Clay,5.78,11.6,34.0,70.9,142.7,2.69
Clay,5.7,23.2,32.4,67.5,209.2,3.04
Sandy,6.62,20.6,35.9,64.0,196.0,3.68
Clay,6.32,13.6,25.2,67.2,148.3,3.73
Sandy,6.93,23.3,29.5,63.5,109.0,2.83
Loamy,6.47,19.6,34.4,64.5,151.3,3.24
Sandy,6.35,24.3,29.8,55.6,156.7,2.91
Clay,6.35,24.7,25.1,61.4,219.6,3.67
Loamy,7.24,10.0,26.7,50.3,195.4,3.22
Sandy,6.29,11.8,29.8,66.7,200.6,4.14
Loamy,6.17,18.2,32.3,58.3,218.1,4.27
Loamy,6.18,24.3,26.8,66.4,153.3,3.35
Clay,5.89,24.9,29.9,73.2,161.9,2.84
Loamy,7.22,18.5,25.1,64.8,143.6,3.65
Clay,5.79,12.6,30.3,58.2,97.6,2.22
Loamy,7.32,12.4,34.9,55.2,153.5,2.83
Sandy,6.07,21.5,31.6,56.3,161.6,3.01
Loamy,7.3,18.9,29.8,74.7,113.2,3.59
Sandy,7.08,18.2,26.8,65.4,189.6,4.56
Sandy,6.66,17.0,27.2,61.0,97.4,2.35
Loamy,6.84,20.9,25.8,55.8,150.3,2.31
Sandy,6.15,22.9,33.2,69.3,172.8,3.68
Loamy,6.65,14.5,25.8,59.7,87.7,3.7
Loamy,6.08,13.3,29.2,57.5,192.6,2.57
Sandy,6.3,20.1,33.2,55.6,122.6,3.47
Sandy,7.03,23.7,32.8,54.6,180.5,2.95
Clay,5.99,15.2,31.4,56.8,95.1,3.47
Sandy,7.18,14.1,31.3,65.7,166.8,2.83
Clay,6.25,13.4,26.0,56.0,158.0,3.24
Sandy,6.56,13.8,26.9,51.5,101.0,3.55
Loamy,7.38,12.0,30.9,59.0,167.5,3.44
Sandy,6.86,19.0,28.8,64.6,176.8,3.45
Loamy,6.79,14.2,25.2,51.5,149.8,2.88
Loamy,6.92,19.2,33.8,61.3,161.0,3.45
Loamy,7.34,11.2,32.2,51.3,204.2,3.67
Clay,6.0,11.7,28.6,69.2,177.7,3.75
Sandy,6.73,18.0,26.1,71.8,206.8,3.07
Loamy,6.3,17.7,31.5,74.1,157.3,2.88
Loamy,5.52,14.1,28.8,67.3,104.5,4.16
Clay,5.75,22.4,27.8,65.8,114.5,3.08
Sandy,6.15,12.8,32.9,67.4,104.7,3.32
Sandy,6.63,15.4,28.6,71.4,126.9,2.46
Clay,7.26,18.3,26.5,70.2,146.9,3.42
Clay,7.08,23.0,30.3,61.0,115.8,3.71
Sandy,6.61,16.3,34.1,66.3,146.6,2.72
Clay,5.65,16.0,34.3,54.0,131.0,3.92
Sandy,6.07,18.7,34.3,67.4,157.7,2.02
Sandy,6.23,14.8,29.6,68.3,140.0,2.72
Loamy,6.74,20.6,33.7,70.0,140.8,3.99
Loamy,5.63,13.7,34.4,70.4,148.7,3.88
Sandy,6.56,22.3,30.1,61.0,218.3,2.87
Sandy,7.3,14.1,28.5,72.6,157.9,4.71
Sandy,6.91,24.9,32.7,74.5,181.3,2.84
Sandy,7.09,14.7,34.9,74.5,138.3,3.62
Sandy,6.86,23.2,35.7,64.6,125.6,4.81
Sandy,5.91,16.0,28.2,64.0,208.3,3.5
Clay,5.72,13.7,35.5,61.4,183.9,3.39
Sandy,7.16,13.4,30.5,57.5,161.5,3.56
Clay,6.89,22.8,28.4,58.3,127.1,2.36
Clay,6.65,14.6,35.9,55.4,116.1,4.0
Sandy,5.88,15.1,34.7,73.9,115.3,2.39
Sandy,6.71,13.0,32.6,65.5,150.5,4.49
Clay,5.56,24.4,34.8,73.4,202.5,3.23
Clay,5.74,13.7,32.5,59.7,203.3,2.55
Sandy,6.12,13.7,29.8,57.5,184.3,2.64
Sandy,6.39,24.2,35.4,53.3,155.9,3.87
Clay,5.74,23.5,35.6,57.5,112.9,4.19
Clay,5.74,13.7,28.5,72.3,147.0,4.45
Clay,6.95,23.0,28.9,64.6,177.3,2.57
Loamy,6.64,13.7,29.2,61.3,163.3,3.88
Clay,6.57,11.3,34.0,64.2,152.0,4.39
Loamy,6.4,22.3,33.7,72.3,139.9,3.21
Sandy,7.45,21.6,35.8,54.8,185.4,3.02
Sandy,5.6,14.4,30.1,74.1,197.9,3.09
Clay,5.86,11.4,33.1,66.7,181.2,3.91
Sandy,6.8,13.1,34.4,71.4,211.3,3.18
Sandy,5.77,21.6,27.4,63.1,189.2,3.85
Sandy,6.68,24.5,31.8,55.9,143.1,2.9
Sandy,6.64,13.9,31.0,64.2,166.3,3.46
Loamy,7.44,22.3,33.2,51.7,150.6,4.34
Loamy,7.27,13.4,32.6,71.3,156.5,3.69
Clay,7.39,20.2,33.9,66.2,205.4,2.36
Clay,5.73,11.3,28.4,57.1,122.1,3.31
Clay,7.24,18.8,27.4,56.9,81.8,3.52
Sandy,5.76,14.0,33.9,72.6,177.4,2.99
Sandy,6.77,23.9,29.0,71.0,105.3,4.03
Loamy,6.94,14.3,28.2,69.1,101.6,3.61
Loamy,5.82,16.0,28.7,60.4,218.9,3.46
Clay,6.77,22.6,25.7,71.8,117.3,3.7
Loamy,5.6,16.6,33.5,56.2,108.5,3.05
Loamy,6.09,13.6,32.9,50.6,106.7,4.25
Loamy,7.34,18.2,31.1,60.8,137.7,3.47
Loamy,5.84,22.6,32.9,73.0,137.3,3.1
Loamy,5.63,16.5,29.1,64.3,168.5,2.65
Clay,6.39,12.0,28.2,55.7,94.5,3.55
Clay,7.2,15.7,34.5,66.3,169.0,2.61
Loamy,5.65,24.3,29.6,68.6,143.5,3.08
Clay,6.21,11.1,27.2,63.8,109.1,3.78
Sandy,7.3,16.1,33.2,71.1,189.0,3.24
Loamy,5.74,19.7,28.7,64.8,146.4,2.32
Sandy,6.12,11.2,27.3,52.4,180.4,1.89
Clay,7.06,15.2,25.3,70.2,208.9,2.5
Clay,6.59,24.1,35.7,53.7,129.5,4.17
Sandy,7.16,10.5,30.1,72.1,205.7,3.47
Clay,5.72,21.3,26.8,63.0,108.0,3.97
Loamy,7.34,22.6,33.3,68.3,111.1,3.78
Sandy,7.37,14.2,34.8,74.3,172.9,2.24
Loamy,5.81,13.2,30.8,60.8,94.4,3.07
Sandy,5.57,23.7,25.3,61.5,143.7,4.02
Clay,7.48,21.5,29.0,70.6,109.9,3.87
Sandy,6.46,11.7,27.7,52.8,159.9,2.98
Sandy,6.64,13.2,32.0,50.7,193.0,2.43
Loamy,6.73,19.3,30.7,65.1,85.9,3.27
Clay,7.08,16.3,28.9,54.2,137.9,3.1
Loamy,7.12,17.6,32.1,56.4,182.3,4.3
Clay,5.89,24.3,31.4,74.4,127.9,4.83
Loamy,5.97,16.3,35.0,66.3,85.8,3.48
Sandy,7.25,23.2,31.6,71.4,162.8,3.17
Loamy,7.14,19.9,30.6,72.4,96.8,3.11
Clay,6.74,11.8,34.1,53.0,131.8,2.72
Clay,7.49,21.2,27.2,73.2,218.7,2.77
Sandy,6.97,17.8,27.7,71.7,135.7,3.7
Clay,5.93,13.4,33.6,51.1,198.0,3.82
Loamy,7.19,14.3,29.9,74.4,200.4,3.33
Sandy,6.33,18.4,29.5,61.5,116.8,4.36
Clay,5.57,19.0,34.8,74.4,163.4,4.31
Clay,6.14,24.5,31.7,70.6,212.6,4.4
Loamy,7.03,22.8,33.8,61.0,164.9,3.32
Loamy,7.42,13.1,33.9,62.8,193.9,3.82
Sandy,6.05,21.6,26.3,56.9,144.8,4.7
Clay,5.99,10.1,32.2,62.2,180.7,3.43
Loamy,6.63,11.9,35.5,52.7,83.1,3.07
Sandy,7.12,13.0,30.3,72.7,190.2,2.65
Clay,6.99,19.0,33.1,67.8,174.1,4.26
Clay,6.62,12.9,31.2,70.1,130.2,4.64
Sandy,6.76,15.5,27.3,63.3,138.4,3.6
Sandy,5.98,13.6,27.1,53.1,125.7,2.53
Loamy,6.37,15.1,29.8,63.4,153.4,4.23
Clay,6.01,24.1,30.3,58.2,95.2,4.58
Clay,7.27,25.0,30.5,50.3,198.3,3.38
Clay,5.73,20.3,35.5,65.4,146.9,3.1
Sandy,6.86,18.6,26.1,71.3,86.0,2.78
Loamy,6.02,20.6,29.2,67.8,157.4,2.22
Clay,6.45,21.6,30.7,55.6,210.3,3.29
Sandy,6.1,21.1,35.6,70.5,92.2,3.44
Clay,6.15,11.2,30.5,57.7,97.2,4.24
Loamy,6.02,14.7,33.5,55.5,134.2,2.66
Clay,7.01,15.2,33.2,74.0,183.0,2.46
Loamy,6.23,15.5,31.2,50.4,164.6,3.93
Loamy,6.95,15.2,26.4,54.2,144.1,2.71
Clay,6.41,21.8,27.4,61.7,219.0,3.72
Clay,6.59,21.2,27.6,54.2,106.0,2.71
Loamy,6.59,10.1,25.4,54.2,195.0,3.81
Sandy,7.45,14.4,29.2,65.9,97.3,2.56
Loamy,6.23,19.4,31.7,70.5,105.1,3.53
Clay,5.92,11.8,26.6,66.5,121.4,3.06
Clay,7.32,11.1,26.9,52.5,202.2,2.49
Sandy,5.85,22.4,32.8,72.4,142.2,3.52
Loamy,7.17,16.8,26.9,73.1,135.4,2.21
Loamy,5.8,22.8,26.5,57.0,148.7,3.98
Loamy,6.82,22.4,35.8,63.8,168.3,4.0
Clay,5.8,23.4,25.2,62.1,139.3,3.82
Loamy,7.35,10.7,28.6,66.7,214.8,2.68
Sandy,6.63,12.8,25.4,74.4,98.9,2.81
Clay,6.16,14.4,34.2,74.7,146.6,2.91
Clay,5.78,12.0,31.4,62.7,138.2,3.95
Loamy,6.24,17.3,25.5,52.3,177.0,2.66
Sandy,6.91,22.0,31.8,58.4,214.8,3.12
Clay,6.27,24.3,26.4,60.3,120.4,3.84
Clay,5.99,23.3,30.5,63.4,213.7,2.96
Loamy,6.65,16.9,32.4,74.0,195.9,3.98
Loamy,6.34,19.5,26.6,56.6,193.5,4.8
Sandy,5.83,13.5,30.5,63.4,90.2,3.54
Loamy,5.81,16.0,30.0,57.3,211.7,4.35
Sandy,6.91,23.1,35.1,73.0,197.4,3.11
Clay,7.45,10.4,36.0,74.7,175.8,2.32
Sandy,5.97,18.0,32.2,71.8,97.9,3.07
Sandy,7.05,23.1,34.4,58.5,138.8,3.65
Sandy,5.68,11.8,32.1,56.9,197.6,3.41
Clay,6.26,24.7,34.6,60.8,141.3,3.12
Loamy,6.51,10.2,29.8,68.7,141.1,3.47
Clay,6.04,23.3,31.7,50.2,117.8,3.22
Loamy,6.56,15.3,34.3,74.9,87.2,3.94
Sandy,7.27,12.0,35.1,72.1,151.8,3.07
Sandy,7.39,12.4,25.3,50.6,188.4,3.17
Sandy,5.7,20.5,26.1,59.6,100.4,3.33
Sandy,6.04,23.1,35.2,67.2,205.1,2.79
Sandy,7.46,19.6,31.3,56.0,157.7,3.05
Loamy,6.04,23.9,35.9,53.6,193.7,3.82
Loamy,6.89,22.6,33.7,65.7,173.4,4.01
Sandy,6.01,10.1,34.0,72.6,98.9,3.82
Clay,6.21,20.0,29.2,73.9,206.9,3.94
Clay,5.88,14.6,27.8,50.3,180.5,3.28
Sandy,7.21,16.8,31.6,71.9,85.0,4.3
Loamy,7.27,11.4,34.7,64.0,161.2,3.78
Clay,6.09,14.2,33.0,55.9,147.2,3.2
Clay,7.15,19.5,30.2,65.4,200.3,3.74
Clay,6.22,13.3,33.3,74.9,97.2,3.11
Sandy,5.7,19.7,32.6,56.9,162.7,3.07
Clay,7.02,23.8,35.0,56.9,123.4,3.13
Clay,6.69,10.1,27.9,67.5,114.4,4.0
Clay,6.05,21.8,26.3,51.1,83.2,3.03
Clay,6.01,19.6,30.2,70.5,126.5,3.5
Loamy,7.45,10.7,29.0,66.3,135.5,3.2
Sandy,7.23,21.9,35.7,71.0,142.7,4.56
Sandy,7.12,13.4,25.1,55.8,182.9,4.3
Loamy,5.76,14.0,35.3,71.2,136.5,3.13
Loamy,7.01,11.4,35.5,61.2,107.3,3.33
Sandy,5.93,18.0,25.6,53.3,135.7,4.62
Clay,7.45,17.5,34.8,72.5,89.7,3.03
Clay,5.6,15.2,30.2,67.6,216.1,2.88
Sandy,6.2,12.5,33.4,54.2,89.3,3.09
Clay,6.36,22.6,25.9,56.2,108.3,3.51
Loamy,7.15,23.1,35.5,56.7,139.9,2.6
Clay,7.03,18.1,31.7,74.1,210.7,4.19
Clay,6.25,13.7,34.9,72.2,105.0,4.37
Clay,6.63,11.4,32.4,58.7,136.0,3.58
Sandy,7.17,23.0,30.9,61.7,218.5,3.92
Loamy,5.54,11.4,26.9,57.1,164.3,4.21
Clay,7.1,10.2,27.0,68.6,166.0,3.22
Sandy,7.39,17.0,30.2,54.0,216.4,3.54
Clay,5.56,21.0,34.6,58.5,150.9,4.31
Loamy,5.59,16.9,26.3,65.2,80.4,3.37
Clay,6.19,10.8,36.0,71.9,84.3,2.94
